movieName;Metascore_w;Author;Summary;Sentiment;Abs_Increase
john-wick;9;TheQuietGamer;"[ ""Plot-wise it doesn't do much new. Suffice to say it's far from the only action movie to have a retired hitman make a comeback and hunt down mob members for revenge. The mob bosses son (Game of Thrones' Alfie Allen) is quite the cliche. Outside of a particularly interesting assassin hotel with a unique \""management\"" system predictable elements are abound. However the film knows this and uses it to it's advantage."", """", ""There are quite a few funny moments surrounding how scared everyone is of John Wick. Don't mistake for thinking the film isn't taking itself seriously though. While it's not afraid to poke fun at it's cliche, B-revenge movie elements, the tone stays legit and hard for the sake of the action. Which outside of an excellent performance by Reeves is the best thing about this movie."", """", ""It doesn't rely on the same shootouts and fist-fights just about every action movie has been re-using for years. It's brutal, fast, excellently shot, and a heck of a lot of fun to watch. With smart tricks and instinct most haven't been seen before, both Reeves and director Chad Stahelski make John Wick look like the almost unstoppable threat everyone says he is."", """", ""It's a fun and furious ride that's sure to scratch the itch of even the most demanding action junkies. It's also an excellent film for Reeves. He plays the character so cool he's able to suck you in before the bullets start flying. So if you're looking for an excellent action film \""John Wick\"" is the one I highly recommend. Re-used plot elements aside, it's a fresh and smart action movie."", """", ""My total score for the film is a 9.9/10."" ]";0.217723321651893;
batman-v-superman-dawn-of-justice;7;TheQuietGamer;"[ ""Staying true to the darker side of DC comics, Zack Snyder delivers another well-meaning superhero movie that isn't without it's flaws. Thankfully it manages to surpass it's predecessor \""Man of Steel\"" in quality. Both defying my low expectations and providing a more satisfying and enjoyable start to DC's cinematic universe."", """", ""One of the things I really like about the movie is that you can tell it is very inspired by the comics. Some elements are outright borrowed from some of DC's best stories. Yet at the same time it manages to do it's own things. This allows for some satisfying references and throwback scenes."", """", ""Now one thing that is definitely true about the movie is that it carries a darker and more solemn tone than other superhero films. It thankfully ever reaches the levels of melodrama that killed Man of Steel for me, but this isn't really a lighthearted affair. That's not to say it isn't fun though. That fun just comes from the brutal, explosive action and getting wrapped up in the plot. Something that's actually pretty easy to do."", """", ""The movie does a pretty good job at putting these heroes at odds with each other, even if the events that lead to their actual showdown feel a little jumbled do to how much is going on the film. Yes this is another superhero movie with a little too much going on. It's trying hard to do it's own thing while setting up a larger universe and cramming in fan service along the way. It's the kind of thing that killed two of Spider-Man's movie series. Sometimes superhero movies just do too much and as a result cause elements to flow together unevenly and hurt the overall film. Batman v Superman unfortunately doesn't escape this. However thanks to excellent depictions of both of it's title heroes and some original ideas along the way the movie still has a chance to please."", """", ""One particularly controversial new idea is the movie's depiction of Lex Luther. Jesse Eisenberg plays a much different version of the character than what has been seen before in movies and even the comics. He's an eccentric, crazy kid with a God complex. Not everyone is likely to enjoy this unique interpretation of the character as I did. Some are even likely to find him annoying (some bad lines here and there and goofy delivery don't help), but I for one thought this version of Lex was more entertaining than any comic or previous movie version of him. This is going to be a change not everyone is going to get with."", """", ""As far as the rest of the cast goes, for starters Henry Cavill is a darn good Superman. Definitely fitting the comic book character. However it's not always easy to pick up on that as he is outshined by Ben Affleck as Batman. Not only does he steal the majority of the movie's scenes away from Cavill, but he nails this version of the character. I was one of the people who doubted him from day one. Now I'm eating crow. As far as the rest of the cast goes, there isn't really anyone noteworthy to talk about. The only other character that really gets any screen time is Amy Adams' Louise Lane and she's really boring. It's hardly any fault of Adams. Her character is just so lame here."", """", ""Outside of nailing it's heroes, the movie really succeeds in the action department. It's exciting and violent. Snyder does rely on explosions and the final portion of the film does devolve into visual noise, but I more than entertained by it. The brutal fight scenes stay true to the characters and are a blast to watch. So much so that the movie stumbles when blows aren't being exchanged."", """", ""The story itself is solid, but tries way too hard to be deep and meaningful. The movie suffers when it tries to be something more than a superhero slugfest. Sadly, that's kind of something it tries a lot. It ends up being heavy-handed at times and cheesy at it's worst."", """", ""Another one of the big issues with the movie is Doomsday. This villain feels shoehorned it right when the movie should have ended. It feels like an unnecessary inclusion that doesn't really do the character or the movie justice. It makes sense that this would have taken place later on in the DC cinematic universe and doesn't really fit in well with the events of this movie. Oh well. At least we get some pretty cool action that pulls Wonder Woman into the fight and an ending for one of the characters that I didn't see coming."", """", ""So yes, Batman v Superman is flawed and perhaps not the best way to kick of a cinematic universe. That being said the satisfying depictions of the heroes, decent (if overly packed) plot, and cool new ideas do still make it worth a watch. One that will entertain hardcore superhero fans, but displease the more picky among us. As a result it's one of those divisive movies, but not one that will turn everyone away from it."" ]";0.07899250609334643;
nightcrawler;9;TheQuietGamer;"[ ""The line between observer and participant is crossed in this beautifully deranged thriller. Scenarios are intense as we watch our lead Gyllenhaal run into dangerous situations that could land him in prison or in the grave. His motives aren't exactly disagreeable, but his methods are. The movie has a lot to say about modern journalism tactics."", """", ""The whole film succeeds thanks to how well the character Louis Bloom is written and how well he is portrayed by Gyllenhaal who gives another fantastic performance. He is a character who is equally creepy, brilliant, deranged, and likable. It's this combination that makes the character do things you won't agree with, but still keep you rooting for him at the same time."", """", ""I have to give special praise for how the film is shot. The gritty, almost grainy look of the world makes it look like one of those crime-thrillers from the 80's. For my fellow gamers out there I guess you could compare it's look to that of Hotline Miami. It gives the film a touch of a retro vibe."", """", ""\""Nightcrawler\"" is dark, creepy, and at times vicious. It's a lot like it's protagonist in that respect. It's a wild and smart ride. One that you should take if you are in the mood for a thought-provoking piece of entertainment. It's unlike anything we've seen in a while."" ]";0.11173469387755104;
rec-4-apocalypse;7;TheQuietGamer;"[ ""After the disappointing third movie Jaume Balaguero returns. In doing so we lose the attempts at humor and get a sequel that's more in touch with the series horror roots. The only thing that's kept from the third movie is the traditional cinematography. There's no found footage here."", """", ""The apartment setting from the first two [REC] movies is traded for that of a ship in the middle of the ocean. The corridors and hallways are just as dark and tight, the sense of claustrophobia and fear aren't there. The chase scenes still pack tension though out side of an unintentionally goofy scene involving infected, computer generated monkeys."", """", ""What we get here is more in line with a typical zombie movie. There isn't any \""apocalypse\"" here so I don't really understand why that's the subtitle. The exorcism elements of [REC] 2 are nowhere to be found, which probably would have helped it establish more of it's own identity. It might not due anything new for zombie movies, but it's a good return to form for the series. The plot even picks up where [REC] 2 left off, so we get to see a continuation of that plot, unlike 3 which was a deviation. It doesn't do anything new for zombie movies and it doesn't quite live up to what came before, but it is a good return to form for the series. It might not really succeed at being an actual horror movie, but at least it's trying to be one again."", """", ""I give \""[REC] 4: Apocalypse\"" a 7.5/10."" ]";0.120244338994339;
the-woman-in-black-2-angel-of-death;5;TheQuietGamer;"[ ""A disappointing follow up to a genuinely good and scary horror movie. The plot itself is fairly decent. It fails to establish the necessary connection between Phoebe Fox's \""Eve\"" and the orphan \""Edward\"" (Oaklee Pendergast), which ends up being crucial to the whole thing, but for the most part it's solidly written."", """", ""The movie also has some fantastic performances. That being said none of them have the presence of Daniel Radcliffe so it falls kind of short. That's really the issue with the movie as a whole. It's beautifully shot and everybody is on board and giving it their best, but everything just fails to live up to the first movie. It's missing it's predecessors atmosphere and presence. It's living in the shadow of a better movie."", """", ""It's also lacking in it's tension and fright. Even the jump scares that you can't see coming fail to elicit a reaction when they occur. I may not have seen it coming (a rarity nowadays), but it still didn't scare me. There's little horror to speak of. At least not the kind that could scare anybody."", """", ""As a result we are left with a sequel that just feels dull when compared to the original. It would still be pretty darn dull without the first movie having taken place, but it's not hard to think that it might have been less so. It's a well put together horror movie. Just one that isn't as effective as the one that came before it. Even the woman in black herself seems to have lost her bite now that we know her story. She's become a rather dull specter who has little presence in her own movie."", """", ""5.5/10"" ]";0.098475135975136;
seventh-son;3;TheQuietGamer;"[ ""A medieval fantasy film that is about the same quality as a Uwe Boll film. You can tell the actors know that this is nothing more than cheesy schlock as none of them give genuine performances. Jeff Bridges turns up the camp for his performance and Julianne Moore, well, she simply barely gives it any effort. They know the film is low quality and they don't really try as a result. The young actors are just kind of there, and the rest of the cast is completely unremarkable."", """", ""The plot is generic and uninteresting. It follows the same path most movies based off of YA novels take. Our young protagonist is taken under the wing of a veteran character who trains him to be the a hero right as an old enemy resurfaces. It's got the same predictable romance between our two young leads and a painfully predictable twist surrounding the relationship of Moore and Bridges' characters. However this film has the disadvantage of feeling less fleshed out and a lot more rushed in the storytelling department. The romance also falls flat on it's face thanks to the fact that Barnes and Vikander have absolutely no chemistry. As a result the romance just seems to sort of happen. There's no sort of genuine affection between the two characters. They get together just for the sake of the film having a romance."", """", ""The film doesn't even succeed in the action department. Battles are yawn inducing affairs.  They also look clumsily directed. That's really a complaint that can be attributed to the film as a whole. The majority of the scenes just look so goofy thanks to the shoddy work of director Sergei Bodrov. Unlike many, I also found the CGI to be cheap looking. It's a film that tries to get by on big spectacle, but fails to deliver it thanks to untalented writing and design."", """", ""It's a failure in just about every sense. A boring film that feels rushed beyond belief. The only highlight being that there are a few jokes scattered here and there delivered by Bridges that can lead to a chuckle or two. However when the best thing about your movie are some cheesy jokes you've thrown in in order to make the film feel lighter you've pretty much failed."", """", ""I give \""Seventh Son\"" a 3.2/10."" ]";0.040354713313897006;
unfinished-business;6;TheQuietGamer;"[ ""It's got issues that keep it from being one of the best comedies out there. Yet there are enough belly laughs to make it a pretty entertaining movie. Some crazy scenarios along with some very funny one liners help keep things mostly enjoyable. Especially with the goofy Dave Franco. His character might be a little too stupid at times, but he still manages to bring some laughs with his cluelessness."", """", ""The plot issues are still noticeable though. There's no big payoff in the end and there are moments where we are left wading through too much of it's progression while we wait for the next batch of laughs. This would not as big of an issue if we were given more reason to care about the characters. You do kind of feel sorry for them, but not enough to really invest in their plight. Still, it does achieve some success when it touches on what it feels like to be the odd man out. These moments are sure to click with certain people."", """", ""\""Unfinished Business\"" might not be a great movie, but some good laughs make it worth a watch. It will make for a good rental if you are in the mood for some occasionally raunchy R-rated comedy. It's not the biggest winner out there, but much like it's characters there are still reasons to root for it."" ]";0.16984747023809524;
run-all-night;9;TheQuietGamer;"[ ""Jaume Collet-Serra and Liam Neeson's latest collaboration once again shows that a good story can really help to take an action-thriller to new heights. There's a lot going on the plot. Plenty of dialog fleshes out the dark and solemn story, characters, and world. It doesn't skip out on the drama. The movie gives Neeson a chance to flex his acting muscles just as much as his action scene ones."", """", ""As far as the action scenes go they are quite tense. Brutal shootouts, a fast car chase, and some hand-to-hand combat all are made to feel fresh thanks to the occasional awesome camera angle. Serra shoots scenes in cool ways here. It helps the action which could have felt overly familiar feel fresh instead."", """", ""The entire cast gives fantastic performances. There are quite a few characters here acting from different roles that tie together into one cohesive whole. Usually in Neeson movies it's just him stealing the show. Here though there are other actors to keep your attention. Including particularly cool villains in Ed Harris and rapper \""Common\"" (Lonnie Rashid Lynn Jr.)."", """", ""It's a particularly grim action-thriller. Part Taken and part A Walk Among the Tombstones with it's own cool ideas thrown in. The results are one of the more exciting action-thrillers to come out in quite a while. It's a wild ride all the way through that doesn't sacrifice any aspect of it's storytelling. It' a dynamite thriller and one of the best films of 2015."", """", ""I give this movie a 9.2/10."" ]";0.1548116298116298;
poltergeist;6;TheQuietGamer;"[ ""Most horror movie remakes are downright awful. They usually fail to capture any of the magic of the original or bring any worthwhile new ideas to the table. That isn't so much the case here. It's got a few cool new ideas. but ultimately it's definitely not as good as the original. However rather than being awful what we have is more of a boring affair."", """", ""It's most exciting moments are when it is recreating scenes from the original with it's own twists. These scenes bring back fond memories of the original, but don't really make much of an impression on their own, with the exception of the clown scene."", """", ""Part of what made the original Poltergeist so fantastic was the characters. They were likable, real, and made us care about them. There are some talented actors playing these new interpretations of them, and they do have some real world problems and interactions. The problem is that they feel just like the average modern horror movie protagonists. By that I mean they feel like faceless character types with no depth created for the sole purpose of screaming at scary stuff."", """", ""Considering this is a horror movie, one of the most important aspects I need to touch on when reviewing it is whether or not it is scary. It's not. Creepy specters show their ugly faces and people get grabbed, but there's never a sense of fear or urgency from the film. This might be partly due to the fact that many of us have seen the original. This remake doesn't deviate too far from it so those of us who have seen it already know what's going to happen."", """", ""That being said, I doubt those experiencing Poltergeist for the first time this way are likely to be frightened. It's pretty tame and by the numbers. At least it doesn't rely on jump scares, so there's that."", """", ""Honestly I just recommend watching the original. This remake isn't bad and has a talented cast. Some of the original's humor finds it's way here as well. None of that changes the fact that this is still a pretty boring horror movie that's devoid of any frights. It's not as bad as most horror movie remakes, and honestly it isn't really that bad at all. However none of that changes the fact that there are plenty of more entertaining options out there, as well as the infinitely superior original. If you've already exhausted your other options though, this isn't that bad."" ]";0.09007034632034631;
chappie;9;TheQuietGamer;"[ ""Chappie is one of the most unique and compelling sci-fi movies that I've seen in years. I found it to be an engaging and enjoyable expereience from beginning to end, even if not all of it's elements felt fully realized. Even with an almost two hour running time, writer and director Neill Blomkamp seems to be struggling with getting everything out he wants to say with this film. Because of that some disjointed moments in the narrative occur and there is a slightly rushed feel."", """", ""None of that really ruins the movie though. It's title character assures that things stay afloat and highly enjoyable all the way through. Within moments of appearing onscreen \""Chappie\"" will steal your heart. Watching him grow and learn about the cruelty of the world all while trying to find his own place in it while others keep trying to pull him in different directions makes up the majority of the film. It tries to raise some interesting and difficult questions along the way (like why did God make us if we are just going to die), but fails to capitalize on them enough to bring on true thought from the audience."", """", ""Luckily though the emotional element is not lost. Chappie is lovable in every way, and as far as I'm concerned, one of the most endearing characters in cinema history. Sharlto Copley's performance as him deserves to be praised. Without him Chappie would not have been able to come to life in the eyes and hearts of the audience."", """", ""That's not to say Chappie is the only character worth caring about. The rest of the cast is fantastic at playing their lovably oddball characters. Yolandi Visser in particular stands out as the second best character in the film after Chappie himself. Jackman makes for a fantastic and humorous villain. Watkin Tudor Jones and Jose Pablo Cantillo also deserve to be recognized. Unfortunately Dev Patel feels underutilized despite his character actually creating Chappie (he goes pushed aside for most of the film), and Sigourney Weaver's presence is barely noticed. Still, the cast is fantastic all around and it's hard to not love or enjoy their characters even if some of them are villains."", """", ""The film also owes a lot to it's unique style. The stylistic flair Blomkamp puts of display makes for a visually arresting film. Turns out the gangster style and sci-fi genre meld together very well. At least in Blomkamp's hands. The action is also meticulously shot and a thrill to watch."", """", ""The film even has a surprising sense of humor to it. It's not afraid to poke fun at it's own style. The goofiness inherent in some moments is excellently capitalized on."", """", ""It's pretty obvious while watching that the movie does have some issues. However they don't being the movie down much at all. These flaws that would have sunk a lesser movie are made irrelevant thanks to the creation of one the best characters I've ever witnessed in any movie ever. Chappie saves his own film and makes it one of the best of this year. If you haven't seen it yet, I highly recommend that you do."", """", ""I give the movie a near-perfect score of 9.9/10."" ]";0.235652557319224;
dope;9;TheQuietGamer;"[ ""Dope's story is about a nerd named Malcolm having a really crazy time in the hood. He gets mixed up with drugs, worries about getting into Harvard, and ultimately learns more about himself in the end. It's a different perspective than your typical coming of age film. One that uses it's setting and characters' races to add a bit of punch to the narrative. This leads to a final act that gets a little jumbled with getting it's points across."", """", ""Luckily everything up to that point makes for a hilarious, wild ride. Outside of all the laughs to be found, what makes it's story so compelling are it's young actors. The standout being Shameik Moore as the lead character Malcolm. He gives a fantastic, geeky performance that grows as the character does."", """", ""It's got action, drama, and plenty of laughs. It doesn't really dive into it's morals until right at the end and comes off a little heavy handed as a result, but even then the film can't really be dampened. Things get insane for Malcolm and his friends. It's their likability that keeps you just as invested in their struggles as well as their more hilarious encounters."", """", ""9.1/10"" ]";0.044890873015873016;
kingsman-the-secret-service;10;TheQuietGamer;"[ ""A perfect send up to the spy movies of the past, particularly the 007 ones. It takes inspiration from a time when spy movies were all about thrills and over-the-top villains with insane plans, rather than the more serious and believable plots and elements you'll find in spy movies today. The film is incredibly aware of this and approaches it with a sense of giddy self-awareness. It even goes as far as to have the characters have conversations about it. Yet, while the film clearly wears it inspiration on it's sleeve and has no problem pointing it out to you, it's also very much it's own thing. It takes the formula of old and reinvigorates it with it's own unique concepts: Hyper violence and a smart*ss sense of humor."", """", ""All of the pieces come together masterfully here. Matthew Vaughn shows incredible talent as a director here and the work of fight choreographer Guillermo Grispo is unbelievable. The action is meticulously put together leaving for some incredible and exciting scenes to behold. Action junkies have never seen anything like this before and it is not to be missed."", """", ""To top it all of the movie is funny. It's absurdist style makes for a movie that is a joy to watch. Everyone is cast perfectly. Newcomer Taron Egerton is a treat to watch in action. He shows real talent in his first film. You would never think he wasn't a veteran actor. Simply put \""Kingsman\"" is a movie not to be missed. It hits every note near-perfectly. It does new and exciting things for the spy movie genre that other directors should take note of. It's one of the best comic book movies ever made and, as far as I'm concerned, an absolute must-watch."" ]";0.2689393939393939;
pixels;7;TheQuietGamer;"[ ""Children of the 80's should get a kick out of the near-constant stream of references. Flashy special effects and some pretty nice action scenes make it the best looking Sandler movie to come out in a while. It is still very much a Happy Madison/Sandler film. That should tell you all you need know about the humor at this point. The jokes are immature and the whole thing is a huge celebration of the man child."", """", ""If you are one of the types who have already moved on from the humor associated with Sandler films and have been disappointed with his recent works then, quite simply, don't watch this. No amount of 80's videogame throwbacks will make this funny for you. Those of us who still enjoy Sandler and the type of humor his films contain will find plenty to laugh at here, although surprisingly very little of it comes from the man himself or his usual associates."", """", ""Josh Gad and Peter Dinklage are the show-stealers here. They along with several great cameo actors (Sean Bean is particularly hilarious) are the ones who bring the real laughs. Sandler is just sort of there as the main character. He gets some funny lines here and there, but mostly he's just around to carry the story and the shallow romance. His performance is shockingly lazy. Critics have always criticized him for that over the years, but this is the first time I've actually agreed with them on that. He is very clearly not trying at all. Kevin James is almost unnoticeable."", """", ""It isn't until Gad and Dinklage show up that the laughs really start to get going. Dinklage in particular is phenomenal. You can tell he's having a blast and he nails some of the movies funniest moments. Gad's talented. He holds up the majority of the film singlehandedly until Dinklage's character comes onscreen to help him out. It's a shame we are treated to a rather slow start that's lacking in laughs thanks to Sandler's lack of effort. I love the guy, but he doesn't bring anything to the table this time around outside of his name."", """", ""While some disappointment rear their ugly heads, this love letter to 80's videogames is one worth watching provided you enjoy the humor of recent Sandler films. It might not stand out as the best of Happy Madison's repertoire, and it won't do anything to please their detractors, but there is enough humor here to make it worth a watch for fans, even if Sandler does bring his A game. Or any game at all."", """", ""I give \""Pixels\"" a 7.5/10."" ]";0.16527332361516034;
sinister-2;7;TheQuietGamer;"[ ""The first Sinister introduced us to a interesting mystery and a creepy atmosphere, but ultimately fell short due to the fact that it never capitalized on any of that with anything scary. Sinister 2 might be even less scary. Outside of some unsettling use of a ham radio, all of the creepy factor is missing here. It even loses the original's seedy voyeurism."", """", ""Despite that though I can't help but feel that this sequel is better than the original. It's just a lot more fun. No, it's not scary. We are treated to the same, predictable jump scares we've seen time and time again that we can see coming form a mile away. However the scenario is still very interesting. We may know the mystery, but even without the constant wondering about what is actually going on the plot can still manage to keep one invested."", """", ""Part of this is due to the characters. They're a likable bunch played by talented actors. James Ransome returns as Ex-Deputy So-and-So in a plot that continues on from where the last movie left off. Despite being the previous film's comic relief character, he does well as the lead. He's still playing the same goofy character, and as a result there is a lot more humor this time around, but he's likable and brings a more human feel to this supernatural flick."", """", ""I got invested in the plight of the mother and children on the run. No I wasn't always satisfied with what was going on onscreen, but I was entertained nonetheless. I went into this with zero expectations. The first movie was a disappointment to me and the trailers made this look straight-up awful. Imagine my surprise when I found a charming, amusing, although ultimately fright-less good time. It's a big, occasionally dumb haunted house. It won't scare you, and as a result won't satisfy your craving for a real horror flick, but will still provide some entertainment draped in the guise of a horror film."" ]";0.06746794871794871;
war-room;7;TheQuietGamer;"[ ""The Kendrick's are back with another christian drama. The scenario is believable and delivers an effective message about how faith in God will help you through the hardest of times. While this is sure to be a huge hit with Christian audiences it's popularity with non-believers is much less certain. Those who actively have something against religion of any form need not apply."", """", ""While believable, the struggling marriage angle has been played many times before. The catch here is the religious angle. If you've watched the Kendrick's \""Fireproof\"" they retread a lot of the same material here. That isn't necessarily a bad thing though. It's just very predictable."", """", ""At times my mind would wander for the slower bits just because I knew where those scenes were headed. It's an effective way to get the message across, but one that feels simplistic and easy. Even the characters themselves are stereotypes we've seen time and time again. However the actors portraying them do a great job with the material. They feel natural and real in their roles. It allows for the film's cheesier moments to go down easier."", """", ""To help break up the drama the movie has some nice bits of humor interspersed throughout. It's a nice touch and allows the film to have a little bit of everything. Humor, heart, and a good message are all present, but the less than stellar execution and presentation of morals that feels more like a lesson plan than a realistic movie are likely to make this a turn off for most non-believers. It's got so much pandering and stereotypes on display it's almost as if Tyler Perry made a faith-based movie."", """", ""If you've got the faith of God in you then it's definitely a movie you'll enjoy. If not, then unless you have an open mind this is one you are better off avoiding. It won't change your mind and you are going to be less likely to put up with it's flaws."", """", ""As far as I'm concerned though it's a solid movie. One with issues, but a sweet, harmless message that appeals to the believer in me. I enjoyed it even if it's not something I can rave about. I would most definitely recommend it to my fellow christians and the more tolerant of non-believers."" ]";0.21516451719576715;
maze-runner-the-scorch-trials;9;TheQuietGamer;"[ ""Not only is it a shocking (and welcome) change of pace from the first movie, but it's also a nice deviation from the typical YA-book-turned-movie scenario. The expected themes are in play, but \""The Scorch Trials\"" does enough unique to make it stand out from the ever growing pack of these kind of movies."", """", ""For all intents and purposes it's a post-apocalyptic zombie movie. Surprising, considering the first fit into the standard sci-fi mold similar to Hunger Games, Divergent, and The Giver. The only thing it really had going in it's favor was a darker overall tone."", """", ""Here though it defies expectations. It's got thrilling action and the characters have been much improved. For starters our lead Dylan O'Brien is much more likable this time around. The supporting cast is just as charming as ever, with the standout once again being Ki Hong Lee as Minho."", """", ""Plenty of twists and new character developments take place, with more of the mystery of the overall plot being revealed along the way. The new characters fit right in."", """", ""So perhaps the whole zombie apocalypse thing isn't exactly a new idea, but it's a nice enough change of pace to allow this Maze Runner sequel to break away from the standard YA novel movie mold. It's a heck of a lot of fun, a huge improvement over it's predecessor, and has left me impatiently waiting for the next one."", """", ""As a result, my total score for the movie is a near-perfect score of 9.9/10. An excellent movie all around. One that's worth watching even this genre is beginning to grate on your nerves at this point. Just keep in mind the first is basically required to understand what's going on here."" ]";0.21441317941317947;
hotel-transylvania-2;9;TheQuietGamer;"[ ""A hilarious, family-friendly movie that surpasses it's predecessor in quality. Messages like loving people for who they are and not being judgmental of people who are different are included among all of the laughs. The theme of familial love leads to some heartwarming moments."", """", ""The animation game is top-notch. Everything looks gorgeous and moves with a fluidity even some of the best looking of animated movies would have trouble pulling off. Everyone involved does fantastic voice work and really bring their characters to life."", """", ""The return to this unique and goofy monster filled world is one worth watching. There's enough humor here to please any member of the family no matter what their age is. Kids are going to eat it up and parents are going to find plenty of laughs to share with them along the way. It's a hit that's fun for the whole family. What more could you ask for?"" ]";0.361842105263158;
minions;7;TheQuietGamer;"[ ""This Despicable Me spin-off shows that the series comic relief characters are funny enough to hold their own in a movie without the help of a super villain in the spotlight. I'm not saying it will stand out in time as one of those exceptional animated movies from which every one that follows should take note, but it's got enough laughs to keep things enjoyable for the whole family."", """", ""It's all the slapstick, goofy speech, and energetic mayhem we saw from the \""Minions\"" in the two Despicable Me movies. Only now there's a whole lot more of it. Thankfully the plot are up to snuff to keep things from just being pure, mindless chaos. This is pure, caffeinated comedy. It's not very deep and the energy will likely be a turn off to some, but I still think a great many people will find plenty to laugh at here. Especially the younger viewers."", """", ""As to be expected high-quality animation and voice acting are present to show that the studio didn't just phone this one in. A great job was done in the presentation department all around."", """", ""It's a bucket of laughs that bounces around from gag to gag without taking much time to breath. A little bit of everything is tried, and while not all of the jokes stick, the ones that do make it worth watching. An all together funny, charming, and family-friendly movie. It might not be the most revolutionary or deep animated flick out there, but if you're looking for plenty of goofy laughs then this one is for you."", """", ""My total score for the movie is a 7.8/10"" ]";0.2511100386100386;
mission-impossible---rogue-nation;7;TheQuietGamer;"[ ""The IMF outperform MI6's '00' section at their own game. Much like James Bond, Ethan hunt has to go rogue after his program gets shutdown because there's a powerful, sinister organization out there headed by a menacing villain. The IMF might not be able to hold a candle to the Kingsman, but Cruise makes sure to leave Craig in the dust."", """", ""It hits some familiar beats the spy movie genre is known for. This leads to a sense of predictability in it's twists, turns, and potential double-crosses. That's not to say it isn't exciting. Well-crafted action, breezy plot, likable cast, and appreciated sense of humor keep things entertaining. Now when I say humor I don't mean that this is part comedy like Kingsman: The Secret Service was. The movie does intend to make you laugh in a way to keep things light and say \""hey, this is a fun spy movie.\"""", """", ""And fun it is. \""Rogue Nation\"" manages to avoid being overly serious while still having a solid plot with a sense of danger. The fun side of things complements everything well and the cast is incredibly strong and all sense of chemistry with one another that over films should rightfully envy. With one of the best chase scenes in years and Rebecca Ferguson bringing the sexiness that the latest Bond flick was sorely lacking, The latest Mission: Impossible proves to be another enjoyable spy flick despite not moving the genre forward. It delivers the moments of impossibility that it's title implies. That's enough for me."", """", ""7.4/10"" ]";0.1660807291666666;
crimson-peak;9;TheQuietGamer;"[ ""Part romance, part mystery, and only part horror. Crimson Peak is likely not what you would expect. Those looking for a supernatural fright-fest should look elsewhere. This is more on the dark fairytale side of horror. One with a plot you can really get invested in. One where the real terror comes from the comes from the emotions and desires the characters hide, and less from the deformed specters you'll see onscreen."", """", ""The visual flair Guillermo del Toro is known for is once again present. The late 1800's are immaculately recreated and that gothic vibe to the architecture he so always nails is as creepy and delightful as always. The directors penchant for creating unique creature design and disgustingly gorgeous gore set the ghosts and violence apart from other horror films. Simply put, this film is frickin gorgeous."", """", ""Perhaps something that could have used a little more refining was del Toro's merging of different genres. Cohesion of the romance and horror isn't really found until it's mystery widens. The leads to an early sense of unevenness. However that's made bearable do to the fantastic performances and sense of curiosity the film instills. Once the characters finally arrive at \""Crimson Peak\"" everything almost immediately comes together. The results are a gripping continuation of a plot that was initially on unstable ground."", """", ""Thematically it's amazing. There's a lot going on under it's surface. That's where the real appeal and the real horror comes from. Those who aren't willing to turn their brains on are likely going to find a boring, confusing, and scare-lacking experience. It's amazing to see a horror film that challenges it's audience intellectually like this one does. It's something that happens all too rarely nowadays."", """", ""Guillermo del Toro delivers another incredible gothic, fairy tale horror. One that's gorgeous to behold and brought to life by talent all around. However what really makes it succeed is the most surprising part of it all. This is very much a romance movie. A really demented one, but a romance nonetheless. Love is theme and it is what holds all the genres that comprise Crimson Peak together. A love story, a mystery, and a horror flick all brought together by a director who knows how to deliver gothic visual flair. The results are stunning, dark, and all around amazing."" ]";0.19995;
the-night-before;8;TheQuietGamer;"[ ""It's The Hangover for the holiday season. A raunchy Christmas movie with that Seth Rogen brand of comedy. Drugs, sex, and magical Christmas weed, The Night Before is stuffed with plenty of R-rated humor. All of it is funny."", ""Nobody is really given a chance to show off their acting skills. A big shame considering Joseph Gordon-Levitt is usually fantastic. Events move at a brisk pace. Yet it still manages to fit in morals of friendship, growing up, and the Christmas spirit in."", ""It's got plenty of laughs and great cameos. Seth Rogen is a laugh riot, playing a character that's high out of his mind throughout most of the movie. The Night Before is a great Christmas alternative if you're looking for more adult humor."" ]";0.29399999999999993;
victor-frankenstein;8;TheQuietGamer;"[ ""An exciting reimagining of the classic horror story brought to life (pun intended) by the deliciously mad performances by Daniel Radcliffe and James McAvoy. Okay, so perhaps \""mad\"" only applies to McAvoy. His eccentric performance as the bat-crap crazy Victor Frankenstein is outstanding. Radcliffe brings a more human and sweet side to the whole affair."", """", ""We really shouldn't be surprised that these two knocked it out of the park. As far as their talent as actors goes, have they ever let us down? Here they seem to be having a lot of fun. Particularly McAvoy. To be honest it's the sense of fun that saves the film. The whole thing is as completely mad as it's title character. It's willingness to fully embrace it's craziness is what makes it so enjoyable."", """", ""It's got it's awkward bits though. The moral dilemma is pretty solidly captured, but the interference to Frankenstein's plan brought on by the side characters falls a bit short. Mostly because those characters are so bland. The stars of the show here and definitely McAvoy and Radcliffe. Their characters are lovingly fleshed out with complexities and layers. Everyone else just kind of falls to the side. Not a huge issue, but a flaw nonetheless."", """", ""Once you get past the awkward, slow motion ridden opening there is a dazzling movie to behold. One with  two fantastic lead characters played by equally fantastic actors. There's also a surprising heart to it all. This is essentially a tale of friendship. It's a crazy, exciting, and at times sweet ride. One that proves to be an exciting and likable horror-themed fantasy. Mostly due to how outstanding it's leads are."", """", ""8.2/10"" ]";0.1317222222222222;
