movieName;Metascore_w;Author;Summary;Abs_Increase
pan;10;TheQuietGamer;"[ ""A lot of imagination went into making Pan's origin story. It can be a dazzling experience. One that's a heck of a lot of fun if you let yourself get lost in it's world. There are a lot of exciting things to behold."", """", ""With bright colors, bonkers moments, and great CGI it's all a sight to behold. The writing itself holds up well. Peter's lack of faith in himself is perhaps familiar, but I was still invested in it every step of the way. The movie also manages a great sense of humor and some emotional moments regarding Peter's mother. The only thing missing is watching Hook becoming the villain we know him to be."", """", ""The cast is fantastic. Levi Miller is a talented young actor. While odd at first, the Indiana Jones vibe Garrett Hedlund brings to Captain Hook is an interesting take on the character. One that is ultimately likable. The real star of the show though is Hugh Jackman as Blackbeard. His eccentric performance is a blast. He is clearly having fun in the role and the movie is all the better for it. He plays a great villain."", """", ""The movie serves as a great way to bring Pan's magical world to life. With hilarity, heart, and crazy moments it's a spectacular and thrilling movie. One that's perfect for families and does the classic story justice. A movie that's just all around wonderful."" ]";1
american-ultra;10;TheQuietGamer;"[ ""It's a movie that feels like an exciting adaption of limited series comic book. Heck, it feels more like a comic book movie than most actual comic book movies. Marvel and DC could learn a lot from \""American Ultra\"" as far as capturing the feeling of a comic panel onscreen. The best part? It's all a completely original idea!"", """", ""Director Nima Nourizadeh is able to nail every aspect necessary to bring his and writer Max Landis' vision to life. The humor, the heart, the action, and the plot are simply amazing. It's not really what you would expect going into it. It's deep, sweet, violent, and weirdly emotional. The twists and turns are gripping, the characters are lovable, and the romance is real. It nails every aspect required to keep you invested and entertained."", """", ""Speaking of the characters, the cast is phenomenal. Eisenberg plays an oddball character unlike anything he's done before. It can easily stand out as one of his best portrayals/characters. However the real star here is a real shocker. It's Kirsten Stewart! Who knew she could act this well? Her chemistry with Eisenberg add the needed emotion and weight to the romance which ends up being so integral to the whole thing. The rest of the cast is just as amazing, also giving some of their best performances. Topher Grace even makes for an excellent villain."", """", ""It's just an all around masterpiece. One where all of the ideas click and everything comes together to create some even more incredible than the sum of it's parts. It's a goofy, violent, funny mess with a surprising heart and romance to it. It really is like a comic book brought to life, all vibrant and exciting. Truly like reading panels, only those panels are moving and fully voiced.Turns out that one of the best comic book movies I've ever seen isn't even an actual comic book movie. American Ultra is a masterpiece and I can't recommend it enough. Truly some of the most enjoyable entertainment I have ever partaken in."" ]";1
the-overnight;10;TheQuietGamer;"[ ""Writer and director Patrick Brice proves once again that he can create original and excellent movies in a time where Hollywood seems out of ideas. After blowing my mind with the horror-comedy \""Creep\"" I was curious to see what Brice could do with just focusing on one genre with \""The Overnight.\"" The results are astounding."", """", ""It's become a trend in modern, big-budget comedies to take a normal premise and attempt to make it hilarious by having the characters get involved in increasingly insane situations, ever since The Hangover back in 2009. As more and more comedies attempt to do this the results seem to grow more and more disappointing outside of the rare exception."", """", ""Brice kind of the same thing here. However the reason it succeeds is that no matter how crazy things get onscreen it all feels grounded in reality. This is stuff you could see happening in real life if the right people got together. Heck, this stuff most likely happens more often in real life than many of us know. That's what makes this twisted adult play date all the more compelling and hilarious."", """", ""Recycled jokes are aplenty in comedies nowadays. So it's refreshing to see a movie do things you just don't expect to see. Of course none of those new ideas would matter if they weren't funny. Luckily for us Patrick Brice is kind of a genius with comedy here and has an incredibly talented cast to back him up."", """", ""Not only is this movie funny, but it's real and has a lot of heart to go along with it's shocking gags. Commitment, love, lust, body issues, and that thought in the back of every married couples mind that says \""I'm not totally happy with my marriage\"" are all on display. It's a story about staying true to your partner and working past your issues, as well as a tale about having a little fun. Yet, it's also so much more."", """", ""It's a movie that gets you thinking as much as it gets you laughing, and it will get you laughing a lot. It's sick, sweet, and maybe even a little deranged. It's a lot of hilarious, sexy fun and one of the best comedies I've ever seen. Patrick Brice proves once again that he is a genius by delivering, not one, but two incredible movies in the same year. Creep was darn near close to a masterpiece, and The Overnight blows it out of the water. I can't recommend it enough."" ]";1
godzilla-2014;10;TheQuietGamer;"[ ""The best giant monster movie I have ever seen. The tension is real, the characters believable, and the destruction is glorious. A perfect melding of the original Japanese mentality towards the series with American writing and filmmaking. I found myself to be completely absorbed in it and enthralled by it."", """", ""There's definitely more of a focus on the human element and characters, which clearly has disappointed some. Personally I don't feel the movie could have succeeded quite in the same way. This movie has the potential to please audiences new and old. If they had just focused on Godzilla himself then this would've only appealed to old-school Godzilla fans. It would've also lost the realistic feel this movie has. Honestly I see it as the best of both worlds, and I loved old-school, Japanese Godzilla."", """", ""The movie doesn't skip out on it's monster though. Godzilla is still here in all his magnificence, and director Gareth Edwards just loves to show off his massive size. I love how Godzilla is portrayed in this film, and I can't wait for the sequels this movie sets up for. It's a perfect introduction to Godzilla, and what is hopefully the start of a new series of films."", """", ""The tension builds to perfection in this movie. It's an absolute blast to behold and it had me sitting on the edge of my seat in suspense many times throughout. It's an absolute masterpiece of a monster movie, and one that I recommend be at the top of your must-watch list."" ]";1
28-days-later;10;TheQuietGamer;"[ ""This is the best zombie movie I've seen so far, it has great characters, plot, acting, and feel to it, while watching you feel like there is no hope for the characters, which makes them all the more enjoyable, a must see not just for zombie fans, but for fans of amazingly well made movies, every bit deserving of a perfect 10."" ]";1
dead-alive;10;TheQuietGamer;"[ ""Dead Alive, or Brain Dead as it's known in New Zealand, is basically a love story crammed with zombies, humor, and stomach-churning gore. It's absolutely hilarious, and not in the typical zombie-comedy way. It ends up coming across as more of a spoof of zombie movies, but in a good way, a funny way. The movie is regarded as the goriest movie of all time, and for good reason. Let me put it this way if your even the least bit squeamish DON'T watch this movie you will be sick. I loved every second of it, and it's now one of my favorite movies of all time. I highly recommend this to zombie-comedy fans, or just comedy fans who can put up with all the gore."" ]";1
the-help;10;TheQuietGamer;"[ ""I wasn't sure what to expect going into this movie, I really didn't know anything about it other than it was called The Help, that Emma Stone was in it, and it had something to do with maids, and for some inexplicable reason I though it was going to be a comedy, don't ask me why I just thought it was going to be one, don't get me wrong it has it's funny moments but it's a drama first, and a really good one, honestly the movie is done in such good taste, it doesn't favor one side over another as it shows the good and bad things that both did (seriously the pie thing was pretty bad, funny but bad), it's sweet, funny, and emotional, with fantastic acting and writing you'll find yourself loving the characters with all of your heart, and I 100% believe that this movie should get a perfect 10/10 from me, it truly stands out among other movies as an exceptional experience, movies like this are rare, it shows you that something beautiful can come from an ugly experience, that love can come from hate, that we are all equal and deserved to be treated as such, and that if we are willing to open our hearts to one another and drop our hatred the world can be a much better place, and for that, for doing what few other movies want to do, I give it a 10, and recommend it to all, a must watch."" ]";1
the-raid-2;10;TheQuietGamer;"[ ""With some of the most brutal and perfectly shot martial arts action ever put into film this is an action movie unlike any other. It's tense, bloody, and almost unrelenting, barely leaving time for you to breath. It even bests it's already outstanding predecessor, not just in the fight scenes, but with a much more complex plot. The narrative is incredibly tight and keeps the scenes between the action just as enjoyable. This is the new high-bar for action movies and truth be told we might never see another movie reach it. It's an absolute masterpiece and one you need to watch."" ]";1
finding-dory;10;TheQuietGamer;"[ ""I, like many, was apprehensive about the idea of a sequel to the Pixar masterpiece Finding Nemo. It didn't really seem like there was room for a sequel in the universe, and with the exception of their Toy Story series Pixar has left me disappointed with it's sequels. However, while Finding Dory is definitely not as good as it's predecessor, it is a welcome return to the aquatic side of Pixar movies."", ""First off it's a stunning reminder of how perfect the original is in terms of animation, characters, and casting. Dory and the gang are just how you remember them and the voice acting is still some of the most incredible I have ever experienced. The cast adds nuance and life to these characters using only their voices. The animation is nothing short of gorgeous. Things like returning characters and references serve as humorous and appreciated throwbacks to the original."", ""All that said, this isn't one of those sequels that reuses plot elements and jokes from the first movie to get by. It stands on it's own as an incredible animated movie. One with it's own adventure, new characters, and plenty of original humor and heart."", ""Just like the best of Pixar's work, Finding Dory is emotional and heartwarming. The character of Dory is front and center with a stunning core performance from Ellen DeGeneres that quite frankly deserves every voice acting award out there. Now the plot itself does get a little absurd. Characters bounce around through situations that often defy logic. Honestly, I'm okay with that. Because at the end of the day it's still entertaining and you can feel it in your heart. You can also feel it in your funny bone, because it's absolutely hilarious. Simply put, Finding Dory is another masterpiece from Pixar. No, it's not as good as Finding Nemo, but honestly that kind of lighting doesn't strike twice. Instead it's a very respectable follow up that will enchant families and viewers of all ages. And at the end of the day, it still blows away just about everything else out there."" ]";1
the-social-network;10;aaronpaul121;[];1
the-breakfast-club;10;imthenoob;[];1
the-interview;10;imthenoob;[];1
the-grand-budapest-hotel;10;imthenoob;"[ ""Wes Anderson does it again. It's one of few films that absolutely deserves all the praise it's gotten. The cast, especially Ralph Fiennes, does a fantastic job. They truly bring all the colorful characters to life. It's a true piece of art and well worth watching if you haven't seen it."" ]";1
man-of-steel;10;imthenoob;"[ ""Critics got this movie dead wrong. To start off with the cast, They are very good. Cavill was a great pick to play Superman, Crowe was a great pick to play his real father, Shannon was a little rough at first but in the end turned into a satisfying villain, Adams played a solid love interest. The movie is absolutely filled with special effects, The last 40-50 mins of the film revolves around the destroy of a city, The special effects look amazing and I kind of regret not seeing it in 3D. The plot reveals far more back story to Superman then any of the previous Superman films and was pretty solid over all."", """", ""In the end, Man of Steel is the must see summer action film and I will gladly pre-order it on Blu-ray when it comes out for home release. Go and see this movie, It's amazing."" ]";1
the-artist;10;imthenoob;[];1
the-descendants;10;imthenoob;[];1
saw;10;imthenoob;[];1
eternal-sunshine-of-the-spotless-mind;10;imthenoob;[];1
thirteen;10;imthenoob;[];1
house-of-1000-corpses;10;imthenoob;[];1
ice-age;10;imthenoob;[];1
apocalypse-now;10;imthenoob;[];1
fight-club;10;imthenoob;[];1
clue;10;imthenoob;[];1
from-dusk-till-dawn;10;imthenoob;[];1
tucker-dale-vs-evil;10;imthenoob;[];1
her;10;imthenoob;"[ ""The biggest reason why I love this movie so much is not just because of the great plot but the fact that Joaquin Phoenix gave a masterful performance that was well worthy to win any best actor award. A truly must see film and by far the best film of 2013, Even beats a majority of the crap I've seen so far in 2014."" ]";1
guardians-of-the-galaxy;10;imthenoob;"[ ""Not your typical super hero/comic book film. It's more of a hilarious comedy really. Not much focus on the plots and they give you the pretty much bare minimum backgrounds for the characters but it's still an absolutely fantastic film that is definitely worth seeing."" ]";1
31;10;imthenoob;"[ ""I went into this not expecting anything decent and was totally blown away. This movie is gonna have the die hard cult status that made House of 1000 Corpses stand the test of time. A huge reason I love it is for Richard Brake. He kills his role as Doom-Head. His performance alone makes the film worth watching."" ]";1
raging-bull;10;FranzHcritic;[];1
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb;10;FranzHcritic;"[ ""I don't think I've seen a satire made exactly for its time, and becoming a critically lauded success. The cinematography, acting, script, and underlying themes, all in total, makes for the one of the smartest, and oddly blackest of black comedies. Stanley Kubrick is, in my personal opinion, the greatest filmmaker of the late 20th century."" ]";1
the-big-lebowski;10;FranzHcritic;"[ ""One of the Coen brothers finest work, it entices me more than \""Fargo' of 'No Country\"", but added more hilarity without destroying quality. Jeff Bridges and John Goodman lead the film's chaotic and black humor that the Coen brothers always embed into their scripts without adding any corny aspects, beside the dialogue. One of the funniest, and surprisingly smartest comedies I've seen in a long while. To inspire a festival!"" ]";1
a-clockwork-orange;10;FranzHcritic;"[ ""Off the bat, I can surmise this is Kubrick, with the camerawork and lighting effects. But what makes it so diametrically opposing to the sci-fi masterpiece '2001', is the social satire of violence and how it is \""incurable\"", with nor possibility of reformation. This is, in essence, an ultra-violent manifestation and visualization of the phrase, \""you are what you are\"". Malcolm McDowell's eerie and whimsical performance is one of the best I've seen from such a young actor then. Stanley Kubrick never stops to amaze. He truly is, one of the greatest."" ]";1
fargo;10;FranzHcritic;"[ ""A crossroad for black comedy, crime-thriller, and action film, 'Fargo' is perhaps the Coen brothers first true masterpiece. It succeeds in making the ultraviolence and absolute stupidity of almost every character that results in their rather crude demise, and adds enough irony to make it an enjoyable and surreal laugh. One of Frances McDormand's most impressive performances, though the most impressive and underrated character goes to Steve Buscemi, who in my opinion was snubbed by almost every major award. Ya gotta love the Coens, eh?"" ]";1
blue-velvet;10;FranzHcritic;[];1
the-usual-suspects;10;FranzHcritic;"[ ""One of the most original and surprising films. Kevin Spacey nails his oscar as this enigma Verbal Kint. The ending is one of the biggest shocks in cinema. It takes more than two and two to get the ending. If you don't believe me, then GIVE ME THE F***ING KEYS YOU F***ING C*****KER, MOTHER****A!!!"" ]";1
a-fish-called-wanda;10;FranzHcritic;"[ ""F***ing hilarious. Sophisticated, understandable, and genuinely funny. Me and my brother fell to the ground. Kevin Kline is the real guy to look at. His ineptitude cultivates in everyone else's f**k ups. He deserved the oscar. Why didn't he get the golden globe, I have no idea."" ]";1
clerks;10;FranzHcritic;"[ ""A raunchy outlook on otherwise boring and contemporary lives, with a well-written script and cinematography that hits the marker just right for the setting and feel of the movie. Kevin Smith shows his talent hilariously with this debut. It kept me watching until the end and made me laugh out loud consistently. FOr me, it almost matches up to 'The Big Lebowski'."" ]";1
the-sweet-hereafter;10;FranzHcritic;"[ ""Seldom do people see such power in subtlety. Yet Atom Egoyan takes tragedy seriously, with a moving depiction of how tragedy can effect people, any people. The acting is refreshingly human and not forced. The cinematography's long shots convey a calmness that is quickly shattered, and along with the music, juxtaposes with the story of the film and the characters in a way that adds insight into the lives of the characters. An afflicting drama heavily overshadowed."" ]";1
la-confidential;10;FranzHcritic;"[ ""One of the greatest crime thrillers, 'L.A. Confidential' is a flawless film with the direction, acting, cinematography, and script to support it. It defeats 'Titanic' numerous times over, and it never gets tiresome. This should have swept the Oscars, unfortunately 'Titanic' was sad enough for people to love it."" ]";1
sling-blade;10;FranzHcritic;"[ ""It will probably go down in film history as Thorton's magnum opus. He is immediately convincing and captivating as Karl, one of the most complex characters I've ever seen in a film, which is ironic to the utmost extent. The script is simple but powerful, nevertheless. And the supporting cast, Lucas Black, John Ritter, and a masterful Dwight Yoakam, is absolutely phenomenal. There are a lack of suitable hyperboles to describe simply the talent in Sling Blade, in acting, writing, and directing."" ]";1
2001-a-space-odyssey;10;FranzHcritic;"[ ""Forgive me for being corny, but the movie is cinematically flawless, it's effects are shocking for 1968. The first authentic sci-fi about the physics of space. Stanley Kubrick imagined and eventually created a masterpiece of cinema, with a very well-thought out HAL character. The idea of a computer being ironic and being able to beg for it's life is brilliant and unfathomable. It is the archetype of the modern science fiction film."" ]";1
pulp-fiction;10;FranzHcritic;[];1
the-hunger-games-mockingjay---part-2;10;DBPirate1129;"[ ""Though a bit slow in the beginning, Mockingjay - Part 2 is a fantastic film that is both very emotional as well as very impressive special effects wise. There's great acting from across the board with standout performances from Josh Hutcherson and Jennifer Lawrence. The final installment in The Hunger Games franchise manages to be scarier than most horror movies that we're surrounded by throughout the year, which while by no means surprising, is definitely a mark of great directing skills."", """", ""Mockingjay - Part 2 manages to surpass its book counterpart with its more uplifting and pleasing third act. The book's ending felt depressing and rushed, but the film's version is much better, despite having the same premise. My only small gripe with this film is that some characters weren't as featured as much as they could've been. Finnick and Prim (the latter more so) were barely in the movie, despite their deaths an essential part of the story. Don't get me wrong, the deaths of those two characters were still emotional, but they would've been EVEN MORE emotional if they were featured more. Plutarch also could've been in the film more, but because of the saddening death of Phillip Seymour Hoffman, not much could've been done about that."", """", ""Overall, The Hunger Games: Mockingjay - Part 2 is a fitting and spectacular end to the Hunger Games saga. I couldn't've asked for a better book adaption than the one we've got."" ]";1
mcfarland-usa;10;DBPirate1129;"[ ""A fantastic film, much better than other sports movies out there. It is very inspiring, funny, and gives off a very hopeful message. It may be formulaic, but hey, so are all true story films. You just have to enjoy the characters and appreciate the people."" ]";1
night-at-the-museum-secret-of-the-tomb;10;DBPirate1129;"[ ""A fitting end to a trilogy that was great, especially the second installment. Secret of the Tomb delivers with more emotional scenes than its predecessor, an interesting plot, and funny dialogue. The movie is definitely worthy of Robin Williams' last role."" ]";1
mr-peabody-sherman;10;DBPirate1129;[];1
harry-potter-and-the-order-of-the-phoenix;10;DBPirate1129;"[ ""The best of the first five films in the series that features the introduction of great characters like Bellatrix Lestrange and Luna Lovegood and continues the story of Sirius Black. The film will make you want Yates to direct the next one...as he eventually does."" ]";1
pirates-of-the-caribbean-at-worlds-end;10;DBPirate1129;[];1
spaceballs;10;DBPirate1129;"[ ""This movie is hilarious! It's non-stop action and non-stop laughs all the way through! It's probably not recommended for kids as there is a bit of suggestive themes here and there but the movie's definitely worth seeing if you're older! This is coming from a Star Wars fan."" ]";1
night-at-the-museum-battle-of-the-smithsonian;10;DBPirate1129;[];1
jurassic-world;10;DBPirate1129;"[ ""I've only seen the original Jurassic Park (not II or III) so I'm not the biggest fan of the series. Let me just say that Jurassic World blew my slightly low expectations out of the water. It has great visual effects, likable characters, and thankfully, very few jump scares. If I remember correctly, the movie may be a bit more violent than the original but it's still a very fun and great movie to watch."" ]";1
war-for-the-planet-of-the-apes;10;MrMovieBuff;"[ ""Already one of my favorite movies this year, so far. 'War for the Planet of the Apes' is a fitting end to a classic trilogy that revitalized the long running \""Planet of the Apes\"" franchise which started as far back as the late 1960s. This movie sees Caesar (another brilliant Andy Serkis performance) still trying to fight for survival with his entire family and friends of apes also looking for ways to survive. Things take an ugly turn when The Colonel (Woody Harrelson) discovers the apes' habitat, and Caesar feels he must take action. There is a lot to talk about in regards to the plot, but things do happen early on that the trailers did not show, so without the fear of spoiling the movie, I'll just review the movie in regards to what I loved so much about it. Director, Matt Reeves takes the personal and poignant (two words you never thought would be used to describe a \""Planet of the Apes\"" movie) aspects of the previous movie, \""Dawn\"", and makes it arguably more emotional here. Some new characters are also a welcome addition to the franchise, particularly Bad Ape (Steven Zahn), who provides just the right amount of comic relief when the movie needs levity, instead of being that funny character who overstays his welcome... in other words, he is nothing like Jar Jar Binks of the \""Star Wars\"" prequels. Serkis is obviously better than ever, playing the emotionally distraught ape, Caesar, who is still horrified after the events of 'Dawn of the Planet of the Apes' (2014), the CGI looks just as good, if not, better than ever from the previous movie. The human characters are also very well developed, more so than in the previous two movies. This movie reminded me of 'Logan' (2017), in that, it's personal... it's not some colorful, fun blockbuster like 'Spider-Man: Homecoming' (2017) (which I really liked), but it's also not some dumb action extravaganza like the \""Transformers\"" sequels. It's just a small, emotionally stirring and gripping movie that does not feel like a product of a big studio trying to spend their money, and waiting to make it back. 'War for the Planet of the Apes' is the perfect sequel to the surprisingly great \""Rise\"", and the equally entertaining \""Dawn\"". Also, Michael Giacchino's score is as terrific as ever, probably his best work since 'Inside Out' (2015). His music just fits the tone beautifully for the movie, and is sure to get a lot of people thinking once they see this. I cannot stress this enough of how great this movie is, it's one of my favorites this year so far."" ]";1
hell-or-high-water;10;MrMovieBuff;"[ ""'Hell or High Water' is, without a doubt, the best movie of 2016, so far. This is an expert character study filmed with gorgeous cinematography and a well-paced use of suspense that make for a compelling crime drama."", """", ""The movie stars Chris Pine and Ben Foster as brothers; Toby and Tanner Howard, who go around stealing from Texas banks and managing to get away with it all. That is, until a Texas ranger Marcus Hamilton (Jeff Bridges) and his partner Alberto Parker (Gil Birmingham) are onto them and try their best to track both these brothers down before they hit another branch."", """", ""This film contains some great acting from the main cast, Bridges is fantastic as the ambitious Texas ranger, so caught up in the moment of trying to catch the two menacing brothers, that he essentially has an ego for wanting to catch them. Foster is so dastardly unlikable as the always acting-before-thinking Tanner, and Pine is marvelous as Toby, who is obviously inexperienced as opposed to his ex-con older brother."", """", ""Director David Mackenzie should be sure of getting a \""Best Director\"" nomination of crafting this intense and sometimes shocking drama, the cinematography by Giles Nuttgens should also be considered for an Oscar nomination. Bridges may also get a \""Best Supporting Actor\"" nomination for his work in this movie. Everything about this reminds me of the Coen Brothers' classic 'No Country for Old Men' (2007), another movie of a similar genre that was fantastic in its character study and suspense."", """", ""Hands down, the best movie of 2016, so far..."" ]";1
arrival;10;MrMovieBuff;"[ ""'Arrival', along with 'Hell or High Water' (2016) is one of the best movies of the year. Director, Denis Villeneuve ('Sicario'), this film brings in some uneasy tension and atmospheric moments that will keep you hooked through its 1 hour and 55 minute run-time. Amy Adams stars as Louise Banks, a linguist who is selected after twelve strange extraterrestrial spacecrafts have landed in 12 different parts of the world. What they plan on doing seems unclear to everyone, until Louise manages to find a way to make contact with these strange extraterrestrials. She is brought in by Colonel Weber (Forest Whitaker) who informs her that she might be able to help communicate with these strange species. Along her journey, she also meets military astrophysicist, Ian Donnelly (Jeremy Renner) who remains to trust her the most when she is searching for answers. The movie creates this uneasy mix of tension and surprises, like most of Villeneuve's work, it is deliberately paced, but this makes room for some well crafted and carefully handled scenes that are pleasing to the eye. Our main character, Louise, seems emotionally distant from time to time, but we discover her backstory more and more as the film goes on. The sound editing is some of the best I've heard since 'Gravity' (2013), where anything that is loud is loud, and whenever the atmosphere is quiet, it is quiet and remains that way. There are no gimmicks or any unrealistic artificial sounds to make it an easy watch. Everything you see and hear is real. The movie should get Oscar consideration for its sound editing, not to mention that this might just be Villeneuve's best directorial work yet. He should receive a \""Best Director\"" nomination for his work here. If you love mysterious sci-fi with added tension, and even some occasional drama, with some of the best piece of filmmaking ever seen... you owe it to yourself to see 'Arrival'."" ]";1
star-wars-episode-vii---the-force-awakens;10;MrMovieBuff;"[ ""The Force will be strong in this review. If you were ever looking for a movie that lives up to a very long hype, that movie is 'Star Wars: The Force Awakens', a movie that, in my opinion, is just as fantastic and thrilling as \""A New Hope\"" (1977) and \""The Empire Strikes Back\"" (1980)."", """", ""Directed by J.J. Abrams ('Star Trek' and 'Super 8'), the movie is filled with gorgeous set pieces, some fast-paced action scenes that is pure eye candy, and a well-told and well-paced story."", """", ""Luke Skywalker has disappeared since the events of \""Return of the Jedi\"" (1983), and we meet some new characters who try to find out where Luke is. We meet a pilot named Poe Dameron (Oscar Isaac), who is sending a BB-8 Droid the map to where Luke has disappeared to. We also meet a former Storm Trooper whose name is Finn (John Boyega, in an ambitious performance) who is on the run from the orders of the film's main enemy, Kylo Ren (Adam Driver), who promises to finish the job that Darth Vader set out to do."", """", ""Finn ends up in an accident and meets up with a young, female protagonist named Rey (Daisy Ridley) and they agree to help each other to send the droid where it needs to be in order to find the missing, legendary Luke."", """", ""Harrison Ford returns as Han Solo, and his accomplice, the wookiee, Chewbacca (Peter Mayhew) in order to help the two young warriors find Luke and finish their mission."", """", ""More familiar characters do return in this movie, but the main focus is on; Rey, Finn and Han. These are the three reasons why anyone, \""Star Wars\"" fans in particular, should see this movie."", """", ""Back in 1999, everybody was waiting so long to see \""The Phantom Menace\"", and the result was disappointment, and mostly hate. That wasn't the movie everybody wanted to see. In my opinion, \""The Force Awakens\"" is what \""The Phantom Menace\"" should've been. Filled with superb action, a memorable plot, and some troubled characters with a dark past, who we end up caring for."", """", ""Many of you may, or may not know about my strong dislike for 'Guardians of the Galaxy' (2014), a Marvel comics movie made very similar in style to \""Star Wars\"". This was also the movie I wanted \""Guardians\"" to be. The humor has to be reduced to when it's appropriate to joke, the characters need drive and focus instead of being so thinly written and having forced romance (Drax and Gamora from \""Guardians\""). The action needs purpose and the villain needs motivation and needs to be memorable (Does anybody still remember Ronan from \""Guardians\""?)."", """", ""All in all, 'Star Wars: The Force Awakens' is a movie that is worth the hype, everything from the action, to the characters, to the plot, right down to hearing the iconic theme by John Williams while the opening credits still remains the yellow text crawling upwards on the screen. It's nostalgic, but also new and fresh."", """", ""J.J. Abrams did a fantastic, albeit very complicated, job of bringing in over 30 years of \""Star Wars\"" into one movie, it may look overcrowded, but it's organised to a fault. You will have no trouble following the story, plus with a few surprises added in, this is a movie that is not to be missed, and must be seen in the theater."", """", ""This is why, for me, it is a 10/10. Absolute perfection..."" ]";1
bridge-of-spies;10;MrMovieBuff;"[ ""'Bridge of Spies' is a cold war spy thriller directed by Steven Spielberg and written by Matt Charman and the Coen Brothers. It stars Tom Hanks as James Donovan who has to negotiate with a number of officials to release their respective pilots and citizens."", """", ""This is a masterfully crafted thriller that is filled with superb acting and some surprisingly funny moments."", """", ""Mark Rylance plays Rudolf Abel who is committed of being a spy and James has to defend him during the trials. Little do we know that an American pilot named Francis Gary Powers (Austin Stowell) has been taken away by the Russians and it's up to James to negotiate an exchange to bring the two committed men back home."", """", ""What really surprised me about this movie was the subtle comedy, this is a powerful movie that further proves why Steven Spielberg is one of the best working directors today. I loved his previous movie 'Lincoln' (2012) and I cannot wait to see what he will do next, this is one of the best movies of the year."" ]";1
dawn-of-the-planet-of-the-apes;10;MrMovieBuff;"[ ""It's apes, riding on horses...and firing machine guns. Do I need to elaborate on this? This movie is awesome! Andy Serkis needs an Oscar and this is the most intelligent summer blockbuster of 2014!"", """", ""Great action movie and great in-depth story."", """", ""Apes, together...STRONG!"" ]";1
x-men-days-of-future-past;10;MrMovieBuff;"[ ""Bryan Singer returns in the director's chair for 'X-Men: Days of Future Past', and boy does his amazing talent show. This has got to be one of the best \""X-Men\"" movies I have seen since 'X2: X-Men United' (2003)."", """", ""The story is set some time in the future where a group of robotic inventions called \""Sentinels\"" take over man and mutant kind and has enslaved them. We are then introduced to the main plot of the movie. We see Professor X (Patrick Stewart), Magneto (Ian McKellen), Storm (Halle Berry), Iceman (Shawn Ashmore), Shadowcat (Ellen Page) and Wolverine (Hugh Jackman) return. The plan is to send Wolverine back to 1973 and stop Mystique (Jennifer Lawrence) from killing the inventor of the sentinels, Bollivar Trask (Peter Dinklage of 'Game of Thrones') and starting this war in the first place."", """", ""Obviously it's not as easy as this, Wolverine must convince the young Charles Xavier (James McAvoy) who is still distraught after what happened in 'X-Men: First Class' (2011) what with Mystique leaving and Erik (Michael Fassbender) disappearing."", """", ""Wolverine manages to convince Charles, Erik and Hank aka \""Beast\"" (Nicholas Hoult) to help him try and convince Mystique that she must not start this war."", """", ""This movie perfectly balances special effects artistry, self-aware humor, and emotional drama. The one scene that stood out for me involves a fast-moving mutant named Peter Maximoff aka \""Quicksilver\"" (Evan Peters) who is very funny and I cannot wait to see more of him in future \""X-Men\"" movies."", """", ""'X-Men: Days of Future Past' maybe crowded in terms of the fact that there are so many mutants and it jumps back and fourth between the 1970s and the future, but unlike the mess that is 'The Amazing Spider-Man 2' (2014), which was incoherent and jumped back, fourth, back and back, then fourth again, this \""X-Men\"" movie felt clean and superior."", """", ""Definitely satisfied, one of the best."" ]";1
lincoln;10;MrMovieBuff;"[ ""'Lincoln' is Steven Spielberg's best historical movie since 'Schindler's List' (1993) and 'Saving Private Ryan' (1998). What he has made here is a great, important and poignant drama with Daniel Day-Lewis in one of his best performances to date, he gives us an in-depth look at a man who had to make difficult decisions to change America."", """", ""'Lincoln' may not go down as the most entertaining movie there is, but I was completely immersed and it led me to having one of the best movie-going experiences I've ever had, you forget that it's Daniel Day-Lewis and you think that's Abraham Lincoln right there. Almost as if Spielberg invented a time machine and took us back in time to see Lincoln and how he managed to abolish slavery."", """", ""Definitely worth the Oscars that it won and Sally Field and Tommy Lee Jones were also wonderful in their roles as Mary Todd Lincoln and Thaddeus Stevens."" ]";1
